title,author,year,link
Role of endothelium in ischaemia-induced myocardial dysfunction of isolated working hearts: cardioprotection by activation of adenosine A2A receptors,Helen Maddock,2001,https://pureportal.coventry.ac.uk/en/publications/role-of-endothelium-in-ischaemia-induced-myocardial-dysfunction-o
Differences between the vasorelaxant activity of adenosine-receptor agonists on guinea-pig isolated aorta precontracted with noradrenaline or phenylephrine,Helen Maddock,1999,https://pureportal.coventry.ac.uk/en/publications/differences-between-the-vasorelaxant-activity-of-adenosine-recept
P1-purinoceptor-mediated vasodilatation and vasoconstriction in hypoxia,Helen Maddock,1996,https://pureportal.coventry.ac.uk/en/publications/p1-purinoceptor-mediated-vasodilatation-and-vasoconstriction-in-h
"Is camouflaging autistic traits associated with defeat, entrapment and suicidal thoughts? Expanding the Integrated Motivational-Volitional Model of Suicide",Mirabel Pelton,2023,https://pureportal.coventry.ac.uk/en/publications/is-camouflaging-autistic-traits-associated-with-defeat-entrapment
The role of anxiety and depression in suicidal thoughts for autistic and non‐autistic people: A theory‐driven network analysis,Mirabel Pelton,2023,https://pureportal.coventry.ac.uk/en/publications/the-role-of-anxiety-and-depression-in-suicidal-thoughts-for-autis
A Measurement Invariance Analysis of the Interpersonal Needs Questionnaire and Acquired Capability for Suicide Scale in Autistic and Non-Autistic Adults,Mirabel Pelton,2020,https://pureportal.coventry.ac.uk/en/publications/a-measurement-invariance-analysis-of-the-interpersonal-needs-ques
Is Camouflaging Autistic Traits Associated with Suicidal Thoughts and Behaviours? Expanding the Interpersonal Psychological Theory of Suicide in an Undergraduate Student Sample,Mirabel Pelton,2020,https://pureportal.coventry.ac.uk/en/publications/is-camouflaging-autistic-traits-associated-with-suicidal-thoughts
Understanding suicide risk in autistic adults: comparing the interpersonal theory of suicide in autistic and non-autistic samples,Mirabel Pelton,2020,https://pureportal.coventry.ac.uk/en/publications/understanding-suicide-risk-in-autistic-adults-comparing-the-inter
A cross-sectional examination of the clinical significance of autistic traits in individuals experiencing a first episode of psychosis,Mirabel Pelton,2019,https://pureportal.coventry.ac.uk/en/publications/a-cross-sectional-examination-of-the-clinical-significance-of-aut
Autism and psychosis: Clinical implications for depression and suicide,Mirabel Pelton,2018,https://pureportal.coventry.ac.uk/en/publications/autism-and-psychosis-clinical-implications-for-depression-and-sui
Are autistic traits associated with suicidality? A test of the interpersonal-psychological theory of suicide in a non-clinical young adults sample?,Mirabel Pelton,2017,https://pureportal.coventry.ac.uk/en/publications/are-autistic-traits-associated-with-suicidality-a-test-of-the-int
Congenic hematopoietic stem cell transplantation promotes survival of heart allografts in murine models of acute and chronic rejection,Hassan Sadozai,2023,https://pureportal.coventry.ac.uk/en/publications/congenic-hematopoietic-stem-cell-transplantation-promotes-surviva
Distinct Stromal and Immune Features Collectively Contribute to Long-Term Survival in Pancreatic Cancer,Hassan Sadozai,2021,https://pureportal.coventry.ac.uk/en/publications/distinct-stromal-and-immune-features-collectively-contribute-to-l
Pancreatic cancers with high grade tumor budding exhibit hallmarks of diminished anti-tumor immunity,Hassan Sadozai,2021,https://pureportal.coventry.ac.uk/en/publications/pancreatic-cancers-with-high-grade-tumor-budding-exhibit-hallmark
Machine learning empowered COVID-19 patient monitoring using non-contact sensing: An extensive review,Umer Saeed,2022,https://pureportal.coventry.ac.uk/en/publications/machine-learning-empowered-covid-19-patient-monitoring-using-non-
Monitoring Discrete Activities of Daily Living of Young & Older Adults using 5.8 GHz Frequency Modulated Continuous Wave Radar and ResNet Algorithm,Umer Saeed,2022,https://pureportal.coventry.ac.uk/en/publications/monitoring-discrete-activities-of-daily-living-of-young-amp-older
Multiple Participants’ Discrete Activity Recognition in a Well-Controlled Environment Using Universal Software Radio Peripheral Wireless Sensing,Umer Saeed,2022,https://pureportal.coventry.ac.uk/en/publications/multiple-participants-discrete-activity-recognition-in-a-well-con
UWB Radar Sensing for Respiratory Monitoring Exploiting Time- Frequency Spectrograms,Umer Saeed,2022,https://pureportal.coventry.ac.uk/en/publications/uwb-radar-sensing-for-respiratory-monitoring-exploiting-time-freq
Discrete Human Activity Recognition and Fall Detection by Combining FMCW RADAR Data of Heterogeneous Environments For Independent Assistive Living,Umer Saeed,2021,https://pureportal.coventry.ac.uk/en/publications/discrete-human-activity-recognition-and-fall-detection-by-combini
Portable UWB RADAR Sensing System for Transforming Subtle Chest Movement into Actionable Micro-Doppler Signatures to Extract Respiratory Rate Exploiting ResNet Algorithm,Umer Saeed,2021,https://pureportal.coventry.ac.uk/en/publications/portable-uwb-radar-sensing-system-for-transforming-subtle-chest-m
Wireless Channel Modelling for Identifying Six Types of Respiratory Patterns with SDR Sensing and Deep Multilayer Perceptron,Umer Saeed,2021,https://pureportal.coventry.ac.uk/en/publications/wireless-channel-modelling-for-identifying-six-types-of-respirato
Preferences for Digital Intervention in People with Schizophrenia,Sri Padma Sari,2023,https://pureportal.coventry.ac.uk/en/publications/preferences-for-digital-intervention-in-people-with-schizophrenia
Development of an online self-management intervention based on a CBT approach for people with schizophrenia in Indonesia,Sri Padma Sari,2022,https://pureportal.coventry.ac.uk/en/publications/development-of-an-online-self-management-intervention-based-on-a-
Mediating Effect of Hope on the Relationship Between Depression and Recovery in Persons With Schizophrenia,Sri Padma Sari,2021,https://pureportal.coventry.ac.uk/en/publications/mediating-effect-of-hope-on-the-relationship-between-depression-a
Effects of mindfulness on stimulating hope and recovery among people with schizophrenia,Sri Padma Sari,2020,https://pureportal.coventry.ac.uk/en/publications/effects-of-mindfulness-on-stimulating-hope-and-recovery-among-peo
Užití mobilních aplikací pracujících s konceptem „mindfulness“ pro zlepšení sociálních interakcí u osob trpících schizofrenií,Sri Padma Sari,2020,https://pureportal.coventry.ac.uk/en/publications/u%C5%BEit%C3%AD-mobiln%C3%ADch-aplikac%C3%AD-pracuj%C3%ADc%C3%ADch-s-konceptem-mindfulness-pro-
Differences of BDI-II (Beck Depression Inventory-II) score before and after probiotics administration,Sri Padma Sari,2019,https://pureportal.coventry.ac.uk/en/publications/differences-of-bdi-ii-beck-depression-inventory-ii-score-before-a
The Development of Information System for Mental Health Nursing Interventions: A Literature Review,Sri Padma Sari,2019,https://pureportal.coventry.ac.uk/en/publications/the-development-of-information-system-for-mental-health-nursing-i
Investigation of attitudes toward mental illness among nursing students in Indonesia,Sri Padma Sari,2018,https://pureportal.coventry.ac.uk/en/publications/investigation-of-attitudes-toward-mental-illness-among-nursing-st
"Prevalence, demographic, clinical features and its association of comorbid depressive symptoms in patients with schizophrenia",Sri Padma Sari,2017,https://pureportal.coventry.ac.uk/en/publications/prevalence-demographic-clinical-features-and-its-association-of-c
Recovery among People with Mental Illness (PMI) as Perceived by the Caregivers in Islamic Boarding School (IBS) in Indonesia,Sri Padma Sari,2015,https://pureportal.coventry.ac.uk/en/publications/recovery-among-people-with-mental-illness-pmi-as-perceived-by-the
Self-Management Family Participation Program for Medication Adherence among Indonesian People with Schizophrenia: A Randomised Controlled Trial Study,Sri Padma Sari,2014,https://pureportal.coventry.ac.uk/en/publications/self-management-family-participation-program-for-medication-adher
Spirituality Nursing Among Patients with Schizophrenia,Sri Padma Sari,2014,https://pureportal.coventry.ac.uk/en/publications/spirituality-nursing-among-patients-with-schizophrenia
"Contactless WiFi Sensing and Monitoring for Future Healthcare: Emerging Trends, Challenges and Opportunities",Syed Aziz Shah,2023,https://pureportal.coventry.ac.uk/en/publications/contactless-wifi-sensing-and-monitoring-for-future-healthcare-eme
Enhancing System Performance through Objective Feature Scoring of Multiple Persons’ Breathing Using Non-Contact RF Approach,Syed Aziz Shah,2023,https://pureportal.coventry.ac.uk/en/publications/enhancing-system-performance-through-objective-feature-scoring-of
AI-Driven Lightweight Real-Time SDR Sensing System for Anomalous Respiration Identification using Ensemble Learning,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/ai-driven-lightweight-real-time-sdr-sensing-system-for-anomalous-
Automated Grading of Diabetic Macular Edema Using Color Retinal Photographs,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/automated-grading-of-diabetic-macular-edema-using-color-retinal-p
Data portability for activities of daily living and fall detection in different environments using radar micro-doppler,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/data-portability-for-activities-of-daily-living-and-fall-detectio
DBGC: Dimension-Based Generic Convolution Block for Object Recognition,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/dbgc-dimension-based-generic-convolution-block-for-object-recogni
Design and Evaluation of a Button Sensor Antenna for On-Body Monitoring Activity in Healthcare Applications,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/design-and-evaluation-of-a-button-sensor-antenna-for-on-body-moni
Development of an Intelligent Real-time Multi-Person Respiratory Illnesses Sensing System using SDR Technology,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/development-of-an-intelligent-real-time-multi-person-respiratory-
DRaNN_PSO: A deep random neural network with particle swarm optimization for intrusion detection in the industrial internet of things,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/drannpso-a-deep-random-neural-network-with-particle-swarm-optimiz
Explainable Malware Detection System Using Transformers-Based Transfer Learning and Multi-Model Visual Representation,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/explainable-malware-detection-system-using-transformers-based-tra
Intelligent Reflecting Surface Based Non-LOS Human Activity Recognition for Next Generation 6G-Enabled Healthcare System,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/intelligent-reflecting-surface-based-non-los-human-activity-recog
IoT Based Fall Detection System for Elderly Healthcare,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/iot-based-fall-detection-system-for-elderly-healthcare
Machine learning empowered COVID-19 patient monitoring using non-contact sensing: An extensive review,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/machine-learning-empowered-covid-19-patient-monitoring-using-non-
Microwave and Terahertz Sensing,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/microwave-and-terahertz-sensing
Monitoring Discrete Activities of Daily Living of Young & Older Adults using 5.8 GHz Frequency Modulated Continuous Wave Radar and ResNet Algorithm,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/monitoring-discrete-activities-of-daily-living-of-young-amp-older
Multiple Participants’ Discrete Activity Recognition in a Well-Controlled Environment Using Universal Software Radio Peripheral Wireless Sensing,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/multiple-participants-discrete-activity-recognition-in-a-well-con
Novel Privacy Preserving Non-Invasive Sensing-Based Diagnoses of Pneumonia Disease Leveraging Deep Network Model,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/novel-privacy-preserving-non-invasive-sensing-based-diagnoses-of-
"Personalized wearable electrodermal sensing-based human skin hydration level detection for sports, health and wellbeing",Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/personalized-wearable-electrodermal-sensing-based-human-skin-hydr
Real-Time Human Activity Recognition System Exploiting Ubiquitous Wi-Fi Signals,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/real-time-human-activity-recognition-system-exploiting-ubiquitous
RF Based Real Time Human Motion Sensing,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/rf-based-real-time-human-motion-sensing
UWB Radar Sensing for Respiratory Monitoring Exploiting Time- Frequency Spectrograms,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/uwb-radar-sensing-for-respiratory-monitoring-exploiting-time-freq
Wireless Sensing for Human Activity Recognition Using USRP,Syed Aziz Shah,2022,https://pureportal.coventry.ac.uk/en/publications/wireless-sensing-for-human-activity-recognition-using-usrp
Clone detection in 5G-enabled social IoT system using graph semantics and deep learning model,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/clone-detection-in-5g-enabled-social-iot-system-using-graph-seman
Contactless Small-Scale Movement Monitoring System Using Software Defined Radio for Early Diagnosis of COVID-19,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/contactless-small-scale-movement-monitoring-system-using-software
Data Aggregation and Privacy Preserving Using Computational Intelligence,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/data-aggregation-and-privacy-preserving-using-computational-intel
Design of 15W X-Band GaN Based Transmit / Receive Module for Airborne Active Phased Array Radar Applications,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/design-of-15w-x-band-gan-based-transmit-receive-module-for-airbor
Design of High-Performance X-Band Monopulse Comparator for Active Phased Array Radar Applications,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/design-of-high-performance-x-band-monopulse-comparator-for-active
Design of Portable Exoskeleton Forearm for Rehabilitation of Monoparesis Patients Using Tendon Flexion Sensing Mechanism for Health Care Applications,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/design-of-portable-exoskeleton-forearm-for-rehabilitation-of-mono
Discrete Human Activity Recognition and Fall Detection by Combining FMCW RADAR Data of Heterogeneous Environments For Independent Assistive Living,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/discrete-human-activity-recognition-and-fall-detection-by-combini
Editorial for the Special Issue on Security and Sensing Devices for Healthcare Technologies,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/editorial-for-the-special-issue-on-security-and-sensing-devices-f
Granular Data Access Control with a Patient-Centric Policy Update for Healthcare,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/granular-data-access-control-with-a-patient-centric-policy-update
High Efficiency High Gain DC-DC Boost Converter Using PID Controller for Photovoltaic Applications,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/high-efficiency-high-gain-dc-dc-boost-converter-using-pid-control
Hybrid Workload Enabled and Secure Healthcare Monitoring Sensing Framework in Distributed Fog-Cloud Network,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/hybrid-workload-enabled-and-secure-healthcare-monitoring-sensing-
Improving Machine Learning Classification Accuracy for Breathing Abnormalities by Enhancing Dataset,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/improving-machine-learning-classification-accuracy-for-breathing-
JPEG Image Compression Using Multiple Core Strategy in FPGA achieving High Peak Signal to Noise Ratios,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/jpeg-image-compression-using-multiple-core-strategy-in-fpga-achie
Noninvasive Detection of Respiratory Disorder Due to COVID-19 at the Early Stages in Saudi Arabia,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/noninvasive-detection-of-respiratory-disorder-due-to-covid-19-at-
Novel Ensemble Algorithm for Multiple Activity Recognition in Elderly People Exploiting Ubiquitous Sensing Devices,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/novel-ensemble-algorithm-for-multiple-activity-recognition-in-eld
Performance Enhancement and Size Reduction of Vivaldi Antenna Using Defected Ground Structure for Active Phased Array Radar Applications,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/performance-enhancement-and-size-reduction-of-vivaldi-antenna-usi
Portable UWB RADAR Sensing System for Transforming Subtle Chest Movement into Actionable Micro-Doppler Signatures to Extract Respiratory Rate Exploiting ResNet Algorithm,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/portable-uwb-radar-sensing-system-for-transforming-subtle-chest-m
Privacy-Preserving Wandering Behaviour Sensing in Dementia Patients using Modiﬁed Logistic and Dynamic Newton Leipnik Maps,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/privacy-preserving-wandering-behaviour-sensing-in-dementia-patien
Radar Sensing for Activity Classification in Elderly People Exploiting Micro-Doppler Signatures using Machine Learning,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/radar-sensing-for-activity-classification-in-elderly-people-explo
RF Sensing Based Breathing Patterns Detection Leveraging USRP Devices,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/rf-sensing-based-breathing-patterns-detection-leveraging-usrp-dev
RF sensing for healthcare applications,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/rf-sensing-for-healthcare-applications
Wireless Channel Modelling for Identifying Six Types of Respiratory Patterns with SDR Sensing and Deep Multilayer Perceptron,Syed Aziz Shah,2021,https://pureportal.coventry.ac.uk/en/publications/wireless-channel-modelling-for-identifying-six-types-of-respirato
An Intelligent Non-Invasive Real-Time Human Activity Recognition System for Next-Generation Healthcare,Syed Aziz Shah,2020,https://pureportal.coventry.ac.uk/en/publications/an-intelligent-non-invasive-real-time-human-activity-recognition-
A Novel Hybrid Secure Image Encryption Based on Julia Set of Fractals and 3D Lorenz Chaotic Map,Syed Aziz Shah,2020,https://pureportal.coventry.ac.uk/en/publications/a-novel-hybrid-secure-image-encryption-based-on-julia-set-of-frac
A novel secure occupancy monitoring scheme based on multi-chaos mapping,Syed Aziz Shah,2020,https://pureportal.coventry.ac.uk/en/publications/a-novel-secure-occupancy-monitoring-scheme-based-on-multi-chaos-m
A review of the state of the art in non-contact sensing for covid-19,Syed Aziz Shah,2020,https://pureportal.coventry.ac.uk/en/publications/a-review-of-the-state-of-the-art-in-non-contact-sensing-for-covid
Chaos‐based privacy preserving vehicle safety protocol for 5G Connected Autonomous Vehicle networks,Syed Aziz Shah,2020,https://pureportal.coventry.ac.uk/en/publications/chaosbased-privacy-preserving-vehicle-safety-protocol-for-5g-conn
Chaos Theory and its Application: An Essential Framework for Image Encryption,Syed Aziz Shah,2020,https://pureportal.coventry.ac.uk/en/publications/chaos-theory-and-its-application-an-essential-framework-for-image
The long-term effects of Kerala Diabetes Prevention Program on diabetes incidence and cardiometabolic risk: a study protocol,Robyn Tapp,2023,https://pureportal.coventry.ac.uk/en/publications/the-long-term-effects-of-kerala-diabetes-prevention-program-on-di
Retinal microvascular associations with cardiometabolic risk factors differ by diabetes status: results from the UK Biobank,Robyn Tapp,2022,https://pureportal.coventry.ac.uk/en/publications/retinal-microvascular-associations-with-cardiometabolic-risk-fact
Do lifestyle interventions reduce diabetes incidence in people with isolated impaired fasting glucose?,Robyn Tapp,2021,https://pureportal.coventry.ac.uk/en/publications/do-lifestyle-interventions-reduce-diabetes-incidence-in-people-wi
Genome-wide meta-analysis identifies 127 open-angle glaucoma loci with consistent effect across ancestries,Robyn Tapp,2021,https://pureportal.coventry.ac.uk/en/publications/genome-wide-meta-analysis-identifies-127-open-angle-glaucoma-loci
Investigation of associations between retinal microvascular parameters and albuminuria in UK Biobank: a cross-sectional case-control study,Robyn Tapp,2021,https://pureportal.coventry.ac.uk/en/publications/investigation-of-associations-between-retinal-microvascular-param
Potential metabolic and inflammatory pathways between COVID-19 and new-onset diabetes,Robyn Tapp,2021,https://pureportal.coventry.ac.uk/en/publications/potential-metabolic-and-inflammatory-pathways-between-covid-19-an
Proportion of newly diagnosed diabetes in COVID-19 patients: a systematic review and meta-analysis,Robyn Tapp,2021,https://pureportal.coventry.ac.uk/en/publications/proportion-of-newly-diagnosed-diabetes-in-covid-19-patients-a-sys
Benefit of lifestyle-based T2DM prevention is influenced by prediabetes phenotype,Robyn Tapp,2020,https://pureportal.coventry.ac.uk/en/publications/benefit-of-lifestyle-based-t2dm-prevention-is-influenced-by-predi
Cost-effectiveness of a lifestyle intervention in high-risk individuals for diabetes in a low- and middle-income setting: Trial-based analysis of the Kerala Diabetes Prevention Program,Robyn Tapp,2020,https://pureportal.coventry.ac.uk/en/publications/cost-effectiveness-of-a-lifestyle-intervention-in-high-risk-indiv
Digital eye syndrome : COVID-19,Robyn Tapp,2020,https://pureportal.coventry.ac.uk/en/publications/digital-eye-syndrome-covid-19
Effect of a Peer-led Lifestyle Intervention on Individuals With Normal Weight Obesity: Insights From the Kerala Diabetes Prevention Program,Robyn Tapp,2020,https://pureportal.coventry.ac.uk/en/publications/effect-of-a-peer-led-lifestyle-intervention-on-individuals-with-n
Effects of a lifestyle intervention on cardiovascular risk among high-risk individuals for diabetes in a low- and middle-income setting: Secondary analysis of the Kerala Diabetes Prevention Program,Robyn Tapp,2020,https://pureportal.coventry.ac.uk/en/publications/effects-of-a-lifestyle-intervention-on-cardiovascular-risk-among-
Obesity indicators that best predict type 2 diabetes in an Indian population: insights from the Kerala Diabetes Prevention Program,Robyn Tapp,2020,https://pureportal.coventry.ac.uk/en/publications/obesity-indicators-that-best-predict-type-2-diabetes-in-an-indian
Prevalence of normal weight obesity and its associated cardio-metabolic risk factors - Results from the baseline data of the Kerala Diabetes Prevention Program (KDPP),Robyn Tapp,2020,https://pureportal.coventry.ac.uk/en/publications/prevalence-of-normal-weight-obesity-and-its-associated-cardio-met
Retinal Vascular Tortuosity and Diameter Associations with Adiposity and Components of Body Composition,Robyn Tapp,2020,https://pureportal.coventry.ac.uk/en/publications/retinal-vascular-tortuosity-and-diameter-associations-with-adipos
Associations of Retinal Microvascular Diameters and Tortuosity With Blood Pressure and Arterial Stiffness: United Kingdom Biobank,Robyn Tapp,2019,https://pureportal.coventry.ac.uk/en/publications/associations-of-retinal-microvascular-diameters-and-tortuosity-wi
Participant recruitment into a community-based diabetes prevention trial in India: Learnings from the Kerala Diabetes Prevention Program,Robyn Tapp,2019,https://pureportal.coventry.ac.uk/en/publications/participant-recruitment-into-a-community-based-diabetes-preventio
Targeted screening for prediabetes and undiagnosed diabetes in a community setting in India,Robyn Tapp,2019,https://pureportal.coventry.ac.uk/en/publications/targeted-screening-for-prediabetes-and-undiagnosed-diabetes-in-a-
A peer-support lifestyle intervention for preventing type 2 diabetes in India: A cluster-randomized controlled trial of the Kerala Diabetes Prevention Program,Robyn Tapp,2018,https://pureportal.coventry.ac.uk/en/publications/a-peer-support-lifestyle-intervention-for-preventing-type-2-diabe
Cardiometabolic Health Among Adult Offspring of Hypertensive Pregnancies: The Cardiovascular Risk in Young Finns Study,Robyn Tapp,2018,https://pureportal.coventry.ac.uk/en/publications/cardiometabolic-health-among-adult-offspring-of-hypertensive-preg
Effects of bariatric surgery on retinal microvascular architecture in obese patients,Robyn Tapp,2018,https://pureportal.coventry.ac.uk/en/publications/effects-of-bariatric-surgery-on-retinal-microvascular-architectur
Impact of Ideal Cardiovascular Health in Childhood on the Retinal Microvasculature in Midadulthood: Cardiovascular Risk in Young Finns Study,Robyn Tapp,2018,https://pureportal.coventry.ac.uk/en/publications/impact-of-ideal-cardiovascular-health-in-childhood-on-the-retinal
Omega-3 polyunsaturated fatty acids favourably modulate cardiometabolic biomarkers in type 2 diabetes: a meta-analysis and meta-regression of randomized controlled trials,Robyn Tapp,2018,https://pureportal.coventry.ac.uk/en/publications/omega-3-polyunsaturated-fatty-acids-favourably-modulate-cardiomet
Availability and variability in guidelines on diabetic retinopathy screening in Asian countries,Robyn Tapp,2017,https://pureportal.coventry.ac.uk/en/publications/availability-and-variability-in-guidelines-on-diabetic-retinopath
Baseline characteristics of participants in the Kerala Diabetes Prevention Program: a cluster randomized controlled trial of lifestyle intervention in Asian Indians,Robyn Tapp,2017,https://pureportal.coventry.ac.uk/en/publications/baseline-characteristics-of-participants-in-the-kerala-diabetes-p
Gestational diabetes mellitus and retinal microvasculature,Robyn Tapp,2017,https://pureportal.coventry.ac.uk/en/publications/gestational-diabetes-mellitus-and-retinal-microvasculature
Cost-effectiveness of a National Telemedicine Diabetic Retinopathy Screening Program in Singapore,Robyn Tapp,2016,https://pureportal.coventry.ac.uk/en/publications/cost-effectiveness-of-a-national-telemedicine-diabetic-retinopath
The Association of Type 2 Diabetes Mellitus with Cerebral Gray Matter Volume Is Independent of Retinal Vascular Architecture and Retinopathy,Robyn Tapp,2016,https://pureportal.coventry.ac.uk/en/publications/the-association-of-type-2-diabetes-mellitus-with-cerebral-gray-ma
Visual Impairment in Old and Very Old Community-dwelling Asian Adults,Robyn Tapp,2016,https://pureportal.coventry.ac.uk/en/publications/visual-impairment-in-old-and-very-old-community-dwelling-asian-ad
Associations of Central and Peripheral Blood Pressure With Cardiac Structure and Function in an Adolescent Birth Cohort: The Avon Longitudinal Study of Parents and Children,Robyn Tapp,2015,https://pureportal.coventry.ac.uk/en/publications/associations-of-central-andperipheral-blood-pressurewith-cardiac-
Impact of blood pressure on retinal microvasculature architecture across the lifespan: the Young Finns Study,Robyn Tapp,2015,https://pureportal.coventry.ac.uk/en/publications/impact-of-blood-pressure-on-retinal-microvasculature-architecture
Impact of diabetes on eye care service needs: the National Indigenous Eye Health Survey,Robyn Tapp,2015,https://pureportal.coventry.ac.uk/en/publications/impact-of-diabetes-on-eye-care-service-needs-the-national-indigen
Impact of fetal growth and preterm birth on the retinal microvasculature in mid-adulthood,Robyn Tapp,2015,https://pureportal.coventry.ac.uk/en/publications/impact-of-fetal-growth-and-preterm-birth-on-the-retinal-microvasc
Recommendations on the use of echocardiography in adult hypertension: a report from the European Association of Cardiovascular Imaging (EACVI) and the American Society of Echocardiography (ASE)†,Robyn Tapp,2015,https://pureportal.coventry.ac.uk/en/publications/recommendations-on-the-use-of-echocardiography-in-adult-hypertens
Recommendations on the Use of Echocardiography in Adult Hypertension: A Report from the European Association of Cardiovascular Imaging (EACVI) and the American Society of Echocardiography (ASE),Robyn Tapp,2015,https://pureportal.coventry.ac.uk/en/publications/recommendations-on-the-use-of-echocardiography-in-adult-hypertens-2
Retinal arteriolar narrowing and incidence of knee replacement for osteoarthritis: a prospective cohort study,Robyn Tapp,2015,https://pureportal.coventry.ac.uk/en/publications/retinal-arteriolar-narrowing-and-incidence-of-knee-replacement-fo
Retinal photography screening programs to prevent vision loss from diabetic retinopathy in rural and urban Australia: a review,Robyn Tapp,2015,https://pureportal.coventry.ac.uk/en/publications/retinal-photography-screening-programs-to-prevent-vision-loss-fro
Effect of phacoemulsification on trabeculectomy function,Robyn Tapp,2014,https://pureportal.coventry.ac.uk/en/publications/effect-of-phacoemulsification-on-trabeculectomy-function
Impact of adiposity on cardiac structure in adult life: the Childhood Determinants of Adult Health (CDAH) study,Robyn Tapp,2014,https://pureportal.coventry.ac.uk/en/publications/impact-of-adiposity-on-cardiac-structure-in-adult-life-the-childh
Cluster randomised controlled trial of a peer-led lifestyle intervention program: study protocol for the Kerala diabetes prevention program,Robyn Tapp,2013,https://pureportal.coventry.ac.uk/en/publications/cluster-randomised-controlled-trial-of-a-peer-led-lifestyle-inter
Differential effects of adiposity and childhood growth trajectories on retinal microvascular architecture,Robyn Tapp,2013,https://pureportal.coventry.ac.uk/en/publications/differential-effects-of-adiposity-and-childhood-growth-trajectori
"Psychosocial stress predicts abnormal glucose metabolism: the Australian Diabetes, Obesity and Lifestyle (AusDiab) study",Robyn Tapp,2013,https://pureportal.coventry.ac.uk/en/publications/psychosocial-stress-predicts-abnormal-glucose-metabolism-the-aust
The roadmap to close the gap for vision--diabetes-related eye care in the Indigenous Australian population,Robyn Tapp,2013,https://pureportal.coventry.ac.uk/en/publications/the-roadmap-to-close-the-gap-for-vision-diabetes-related-eye-care
Prevention of type 2 diabetes and its complications in developing countries: a review,Robyn Tapp,2012,https://pureportal.coventry.ac.uk/en/publications/prevention-of-type-2-diabetes-and-its-complications-in-developing
"Risk of cardiovascular and all-cause mortality: impact of impaired health-related functioning and diabetes: the Australian Diabetes, Obesity and Lifestyle (AusDiab) study",Robyn Tapp,2012,https://pureportal.coventry.ac.uk/en/publications/risk-of-cardiovascular-and-all-cause-mortality-impact-of-impaired
Differential effects of antihypertensive treatment on left ventricular diastolic function: an ASCOT (Anglo-Scandinavian Cardiac Outcomes Trial) substudy,Robyn Tapp,2010,https://pureportal.coventry.ac.uk/en/publications/differential-effects-of-antihypertensive-treatment-on-left-ventri
"Health behaviours, socioeconomic status and diabetes incidence: the Australian Diabetes Obesity and Lifestyle Study (AusDiab)",Robyn Tapp,2010,https://pureportal.coventry.ac.uk/en/publications/health-behaviours-socioeconomic-status-and-diabetes-incidence-the
